,Id,OverallQual,YearBuilt,YearRemodAdd,TotalBsmtSF,1stFlrSF,GrLivArea,FullBath,TotRmsAbvGrd,GarageCars,GarageArea,SalePrice
896,897,5,1936,1950,951,951,951,1,6,1,327,106500
897,898,5,1979,1979,637,1120,2158,2,9,2,528,142953
898,899,9,2009,2010,1602,1680,2158,2,9,3,757,611657
899,900,5,1961,1994,912,1236,1236,1,6,1,288,135000
900,901,5,1971,1971,858,858,858,1,4,1,684,110000
901,902,5,1957,2000,992,1306,1306,1,5,1,756,153000
902,903,7,2003,2003,783,807,1509,2,8,2,393,180000
903,904,7,2006,2006,1602,1670,1670,2,7,3,690,240000
904,905,5,1967,1967,876,902,902,1,6,1,288,125500
905,906,5,1954,1954,1056,1063,1063,1,6,1,280,128000
906,907,8,2006,2006,1602,1636,1636,2,8,3,757,255000
907,908,7,1936,1987,1017,1020,2057,1,6,1,180,250000
908,909,5,1983,1983,864,902,902,1,5,2,484,131000
909,910,6,2005,2005,742,742,1484,2,8,2,390,174000
910,911,5,1960,1960,1105,1105,2158,2,9,2,480,154300
911,912,5,1977,1989,1268,1268,1268,1,5,1,252,143500
912,913,5,1925,1950,768,1015,1015,1,6,1,450,88000
913,914,5,1949,1950,1001,1001,2002,2,8,3,757,145000
914,915,6,2009,2009,637,612,1224,2,4,2,528,173733
915,916,5,1970,1970,637,546,1092,1,6,1,286,75000
916,917,5,1949,1950,637,480,480,0,4,1,308,35311
917,918,5,1956,1956,1134,1229,1229,1,6,1,284,135000
918,919,7,1991,1991,1104,912,2127,2,8,3,757,238000
919,920,6,1958,2002,1184,1414,1414,1,6,2,601,176500
920,921,6,1994,1994,928,936,1721,2,7,2,471,201000
921,922,5,1925,2003,1272,1272,2158,2,9,0,0,145900
922,923,6,2005,2006,1316,1316,1316,2,6,2,397,169990
923,924,6,1993,1994,1602,1617,1617,2,5,2,533,193000
924,925,6,1980,1980,1602,1680,1686,2,7,2,612,207500
925,926,5,1977,1977,1126,1126,1126,2,6,2,540,175000
926,927,8,2003,2004,1181,1234,2158,2,9,3,656,285000
927,928,7,1968,1968,832,1098,1978,2,9,2,486,176000
928,929,8,2001,2001,1602,1680,1788,2,7,2,522,236500
929,930,7,1997,1997,964,993,2158,2,8,2,642,222000
930,931,8,2007,2007,1466,1466,1466,2,7,3,610,201000
931,932,5,1965,1965,925,925,925,1,5,1,429,117500
932,933,9,2006,2006,1602,1680,1905,2,8,3,757,320000
933,934,7,2004,2004,1500,1500,1500,2,6,2,570,190000
934,935,7,1960,2007,637,1680,2069,2,9,2,505,242000
935,936,5,1926,1953,637,747,747,1,5,2,528,79900
936,937,7,2003,2003,1176,1200,1200,2,5,2,555,184900
937,938,7,2005,2005,1113,1113,1971,2,8,2,689,253000
938,939,7,2006,2006,1391,1391,1962,2,7,3,757,239799
939,940,7,1940,1950,1032,1207,2158,2,9,1,349,244400
940,941,6,1976,1976,1602,1680,1728,2,8,2,574,150900
941,942,7,1999,1999,992,1022,2060,2,8,2,390,214000
942,943,5,1977,1977,1440,1440,1440,2,8,0,0,150000
943,944,5,1967,1967,1602,1632,1632,2,8,2,576,143000
944,945,6,1958,1958,819,1344,1344,1,7,2,525,137500
945,946,5,1925,1996,1088,1188,1869,1,7,2,456,124900
946,947,5,1959,1959,1144,1144,1144,1,6,1,757,143000
947,948,8,2002,2003,1602,1629,1629,2,9,3,757,270000
948,949,7,2002,2002,936,936,1776,2,7,2,474,192500
949,950,6,1972,2006,1161,1381,1381,1,5,2,676,197500
950,951,5,1950,2002,864,864,864,1,5,2,720,129000
951,952,5,1965,1965,828,965,965,1,6,1,300,119900
952,953,5,1972,2003,768,768,768,1,5,1,396,133900
953,954,5,1969,1969,784,1168,1968,2,7,2,530,172000
954,955,6,1975,1975,945,980,980,2,4,0,0,127500
955,956,6,1946,1950,979,979,1958,2,8,2,492,145000
956,957,6,1980,1980,637,561,1229,1,5,2,462,124000
957,958,5,1962,1962,1057,1057,1057,1,6,2,576,132000
958,959,7,2003,2003,1337,1337,1337,2,6,2,531,185000
959,960,7,1999,1999,696,696,1416,2,6,2,484,155000
960,961,5,1958,2008,858,858,858,1,4,0,0,116500
961,962,6,1977,1995,1330,1542,2158,2,9,2,619,272000
962,963,6,1976,1976,804,804,1548,2,7,2,440,155000
963,964,9,2007,2007,1602,1680,1800,2,7,2,702,239000
964,965,7,2002,2003,817,824,1894,2,8,2,510,214900
965,966,6,2005,2007,783,783,1484,2,8,2,393,178900
966,967,5,1940,1950,728,976,1308,1,7,1,256,160000
967,968,5,1955,1955,1098,1098,1098,1,6,1,260,135000
968,969,5,1925,1950,637,600,968,1,6,0,0,37900
969,970,6,1958,1958,637,1095,1095,1,6,1,264,140000
970,971,5,1949,1950,720,720,1192,1,6,0,0,135000
971,972,7,2003,2004,764,764,1626,2,6,2,474,173000
972,973,6,1979,1979,918,918,918,2,5,1,264,99500
973,974,7,2007,2008,1428,1428,1428,2,6,2,480,182000
974,975,7,1925,1993,728,1136,2019,1,8,2,532,167500
975,976,7,2000,2000,673,673,1382,2,6,2,490,165000
976,977,5,1925,1958,637,869,869,1,4,0,0,85500
977,978,7,2006,2007,1241,1241,1241,1,4,2,569,199900
978,979,5,1954,1954,894,894,894,1,5,2,400,110000
979,980,5,1963,1963,1121,1121,1121,1,5,2,480,139000
980,981,7,1961,2007,944,999,999,1,6,2,588,178400
981,982,8,1998,1999,1225,1276,2158,2,8,3,676,336000
982,983,7,2007,2007,1266,1266,1266,2,6,2,388,159895
983,984,8,2002,2002,1128,1149,2158,2,9,2,757,255900
984,985,5,1977,1977,637,1302,1734,2,8,2,539,126000
985,986,5,1950,1950,1164,1164,1164,1,5,1,240,125000
986,987,6,1925,2003,637,1001,1635,1,5,1,255,117000
987,988,9,2009,2010,1602,1680,1940,2,8,3,606,395192
988,989,6,1976,1976,848,1118,2030,2,8,2,551,195000
989,990,7,2006,2006,770,778,1576,2,6,2,614,197000
990,991,8,1997,1998,1396,1407,2158,2,7,3,757,348000
991,992,8,1925,1986,916,916,1742,1,8,2,424,168000
992,993,6,1964,1993,822,1020,1851,2,7,2,440,187000
993,994,6,2005,2006,750,750,1500,2,6,2,564,173900
994,995,10,2006,2007,1602,1680,1718,2,7,3,757,337500
995,996,5,1946,1950,747,774,1230,1,5,1,305,121600
996,997,5,1961,1961,1050,1050,1050,1,6,1,368,136500
997,998,6,1970,1970,1442,1442,1442,2,6,2,615,185000
998,999,5,1925,1950,1007,1077,1077,1,6,1,210,91000
999,1000,7,2006,2006,1187,1208,1208,2,6,2,632,206000
1000,1001,5,1952,1952,637,944,944,1,4,2,528,82000
1001,1002,5,1925,1950,691,691,691,1,4,1,216,86000
1002,1003,8,2006,2006,1574,1574,1574,2,7,3,757,232000
1003,1004,5,1976,1976,1602,1680,1680,2,8,2,528,136905
1004,1005,7,2005,2006,1346,1504,1504,2,7,2,457,181000
1005,1006,5,1977,1977,985,985,985,2,6,1,328,149900
1006,1007,6,1970,1970,1602,1657,1657,2,7,2,484,163500
1007,1008,5,1970,1970,637,546,1092,1,6,1,286,88000
1008,1009,7,2004,2005,1602,1680,1710,2,7,2,550,240000
1009,1010,5,1926,1950,1008,1008,1522,2,7,0,0,102000
1010,1011,5,1948,1950,720,720,1271,2,7,1,312,135000
1011,1012,5,1965,1965,637,1664,1664,2,8,0,0,100000
1012,1013,6,1925,1996,637,900,1502,1,7,1,180,165000
1013,1014,5,1925,2006,1022,1022,1022,1,4,1,280,85000
1014,1015,6,1948,1950,1082,1082,1082,1,5,1,240,119200
1015,1016,8,2001,2001,810,810,1665,2,6,2,528,227000
1016,1017,7,1996,1996,1504,1504,1504,2,6,2,478,203000
1017,1018,8,1984,1984,1220,1360,1360,1,4,2,565,187500
1018,1019,7,1991,1992,637,802,1472,2,7,2,402,160000
1019,1020,7,2005,2005,1362,1506,1506,2,6,2,440,213490
1020,1021,5,2005,2005,1132,1132,1132,1,5,2,451,176000
1021,1022,7,2006,2006,1199,1220,1220,2,6,2,632,194000
1022,1023,5,1930,1950,912,912,1248,1,6,1,160,87000
1023,1024,7,2005,2006,1346,1504,1504,2,7,2,437,191000
1024,1025,8,1976,1976,1565,1680,2158,2,9,2,665,287000
1025,1026,5,1972,1972,882,882,882,1,5,2,461,112500
1026,1027,5,1960,1960,1268,1264,1264,1,6,2,461,167500
1027,1028,8,2007,2008,1602,1646,1646,2,7,3,757,293077
1028,1029,5,1941,1950,768,968,1376,1,6,1,240,105000
1029,1030,6,1972,1972,672,672,1218,1,7,1,264,118000
1030,1031,5,1925,1995,686,948,1928,2,9,0,0,160000
1031,1032,7,1925,1970,824,1680,2158,2,9,2,672,197000
1032,1033,8,1993,1993,1338,1352,2158,2,9,3,757,310000
1033,1034,7,2002,2002,1602,1654,1654,2,6,3,757,230000
1034,1035,5,1938,1950,920,954,954,1,5,1,240,119750
1035,1036,5,1957,1957,637,845,845,1,5,1,290,84000
1036,1037,9,2007,2008,1602,1620,1620,2,6,3,757,315500
1037,1038,8,2001,2002,1055,1055,2158,2,7,2,757,287000
1038,1039,5,1970,2008,637,798,1344,1,6,0,0,97000
1039,1040,5,1970,1970,637,630,630,1,3,1,286,80000
1040,1041,5,1957,2000,1134,1680,1803,2,8,2,484,155000
1041,1042,6,1966,2000,800,800,1632,1,7,2,484,173000
1042,1043,6,2005,2005,1306,1306,1306,2,5,2,624,196000
1043,1044,7,1990,1990,1475,1532,2158,2,9,2,514,262280
1044,1045,8,1981,1981,1602,1680,2158,2,9,2,542,278000
1045,1046,5,1955,1955,637,1680,1733,2,8,2,452,139600
1046,1047,9,2005,2006,1602,1680,2158,3,9,3,716,556581
1047,1048,5,1994,1995,990,990,990,1,5,2,672,145000
1048,1049,5,1960,2006,637,1680,1771,1,9,2,336,115000
1049,1050,5,1946,2006,637,930,930,1,6,1,308,84900
1050,1051,7,2007,2007,1302,1302,1302,2,6,2,436,176485
1051,1052,7,2007,2007,1316,1316,1316,2,6,2,440,200141
1052,1053,6,1964,1978,816,1127,1977,1,9,2,540,165000
1053,1054,5,1957,2002,1216,1526,1526,1,7,1,364,144500
1054,1055,8,2002,2002,1065,1091,1989,2,7,2,586,255000
1055,1056,6,1976,1976,1193,1523,1523,2,7,2,478,180000
1056,1057,7,2005,2005,1364,1364,1364,2,6,2,484,185850
1057,1058,7,1994,1994,973,979,1850,2,7,2,467,248000
1058,1059,9,2008,2008,1104,1130,2158,2,9,3,757,335000
1059,1060,6,1932,1950,854,1096,1991,1,7,2,432,220000
1060,1061,8,2001,2001,1338,1338,1338,2,6,2,582,213500
1061,1062,5,1935,1950,894,894,894,1,6,3,757,81000
1062,1063,5,1925,1950,662,1422,2158,2,9,2,560,90000
1063,1064,6,1925,1980,1103,1103,1103,1,5,2,440,110500
1064,1065,5,1966,1966,1154,1154,1154,1,6,2,480,154000
1065,1066,7,1996,1997,1306,1306,2158,2,7,2,533,328000
1066,1067,6,1993,1994,799,799,1571,2,7,2,380,178000
1067,1068,6,1964,1964,780,798,1611,1,7,2,442,167900
1068,1069,6,1973,1973,942,1291,2158,2,9,2,576,151400
1069,1070,5,1949,2003,845,893,893,1,4,2,576,135000
1070,1071,5,1956,1956,1048,1048,1048,1,6,1,286,135000
1071,1072,6,1968,1968,727,829,1556,1,8,2,441,154000
1072,1073,5,1948,1950,810,1002,1456,1,7,1,280,91500
1073,1074,6,1977,1977,690,698,1426,1,6,2,440,159500
1074,1075,7,2006,2006,1240,1240,1240,2,5,3,757,194000
1075,1076,7,1940,1984,800,960,1740,1,6,1,240,219500
1076,1077,5,1936,1989,796,1096,1466,2,7,2,566,170000
1077,1078,5,1969,1969,1096,1096,1096,1,6,1,299,138800
1078,1079,6,2004,2004,848,848,848,1,3,2,420,155900
1079,1080,5,1994,1994,990,990,990,1,5,1,299,126000
1080,1081,6,1971,2004,1258,1258,1258,2,5,2,528,145000
1081,1082,5,1963,1963,1040,1040,1040,1,5,1,308,133000
1082,1083,7,2002,2002,1459,1459,1459,2,6,2,527,192000
1083,1084,6,1964,1964,1251,1251,1251,1,6,1,461,160000
1084,1085,6,1995,1996,691,691,1498,2,6,2,409,187500
1085,1086,6,1992,1992,936,996,996,1,5,2,564,147000
1086,1087,5,1973,1973,637,546,1092,1,6,1,286,83500
1087,1088,8,2005,2006,1082,1082,1953,2,9,3,757,252000
1088,1089,7,2004,2004,970,970,1709,2,7,2,380,137500
1089,1090,8,2005,2005,1247,1247,1247,1,4,2,550,197000
1090,1091,5,1950,1950,637,1040,1040,2,6,2,400,92900
1091,1092,7,1999,2000,637,624,1252,2,4,2,462,160000
1092,1093,6,1925,1950,1181,1390,1694,2,7,2,576,136500
1093,1094,5,1965,1998,864,1200,1200,1,6,2,757,146000
1094,1095,5,1956,2000,936,936,936,1,4,1,308,129000
1095,1096,6,2006,2006,1314,1314,1314,2,6,2,440,176432
1096,1097,6,1925,2006,684,773,1355,1,7,0,0,127000
1097,1098,8,1986,1986,1074,1088,1088,1,5,2,461,170000
1098,1099,5,1936,1950,672,757,1324,1,6,1,240,128000
1099,1100,7,1978,1978,1271,1601,1601,2,7,2,478,157000
1100,1101,5,1925,1950,637,438,438,1,3,1,246,60000
1101,1102,5,1971,1971,950,950,950,1,5,1,280,119500
1102,1103,5,1960,2002,1010,1134,1134,1,6,1,254,135000
1103,1104,6,1959,1959,655,1194,1194,1,6,2,539,159500
1104,1105,5,1970,1970,637,630,1302,2,6,2,440,106000
1105,1106,8,1994,1995,1463,1500,2158,2,9,2,712,325000
1106,1107,7,1990,1991,910,1442,1442,2,6,2,719,179900
1107,1108,7,2006,2006,868,887,2021,2,9,2,422,274725
1108,1109,6,2000,2000,924,948,1690,2,7,2,463,181000
1109,1110,8,2004,2005,1602,1680,1836,2,7,3,757,280000
1110,1111,6,1995,1996,773,773,1658,2,8,2,431,188000
1111,1112,7,1976,1976,803,1098,1964,2,8,2,483,205000
1112,1113,5,1957,1957,816,816,816,1,5,1,308,129900
1113,1114,5,1953,2006,1008,1008,1008,1,6,1,240,134500
1114,1115,5,1954,2000,833,833,833,1,4,1,326,117000
1115,1116,8,2007,2007,1602,1680,1734,2,7,3,757,318000
1116,1117,8,2002,2002,637,779,1419,2,7,2,527,184100
1117,1118,5,1967,2003,894,894,894,1,5,2,450,130000
1118,1119,5,1958,1987,637,1021,1601,1,6,1,300,140000
1119,1120,5,1959,1959,1040,1040,1040,1,6,1,286,133700
1120,1121,6,1925,1950,1012,1012,1012,1,6,1,308,118400
1121,1122,7,2005,2006,1552,1552,1552,2,7,3,757,212900
1122,1123,5,1956,1956,672,960,960,1,5,1,288,112000
1123,1124,5,1947,2008,698,698,698,1,4,0,0,118000
1124,1125,7,1992,1992,637,812,1482,2,7,2,392,163900
1125,1126,5,1955,1955,1005,1005,1005,1,5,2,672,115000
1126,1127,7,2007,2007,1373,1555,1555,2,7,3,660,174000
1127,1128,7,2004,2004,1530,1530,1530,2,7,3,630,259000
1128,1129,7,2004,2005,847,847,1959,2,8,2,434,215000
1129,1130,5,1980,1980,936,936,936,1,4,2,672,140000
1130,1131,5,1928,1950,1122,1328,1981,2,7,2,576,135000
1131,1132,5,1991,1992,974,974,974,1,5,0,0,93500
1132,1133,6,1925,1950,1008,1178,2158,2,8,1,205,117500
1133,1134,8,1995,1995,1128,1142,2020,2,8,2,466,239500
1134,1135,6,1997,1997,916,916,1600,2,7,2,460,169000
1135,1136,6,1926,1950,960,986,986,1,5,1,180,102000
1136,1137,6,1950,1950,1032,1032,1252,1,6,1,288,119000
1137,1138,5,1925,1996,780,780,1020,1,6,0,0,94000
1138,1139,6,1977,1977,1567,1567,1567,2,5,2,714,196000
1139,1140,5,1925,1950,915,1167,1167,1,6,2,495,144000
1140,1141,5,1951,1951,952,952,952,1,4,2,757,139000
1141,1142,5,1976,1976,780,1088,1868,2,9,2,484,197500
1142,1143,8,2006,2007,1466,1466,2158,3,9,3,757,424870
1143,1144,5,1959,1959,1006,1006,1006,1,5,0,0,80000
1144,1145,5,1941,1950,672,672,924,1,5,1,280,80000
1145,1146,5,1928,1950,1042,1042,1576,1,8,1,225,149000
1146,1147,6,1985,1985,1298,1298,1298,2,5,2,403,180000
1147,1148,7,1941,1950,704,860,1564,1,7,1,234,174500
1148,1149,7,1926,1950,637,572,1111,1,5,1,288,116900
1149,1150,7,1925,1988,650,832,1482,1,7,2,324,143000
1150,1151,6,1950,1950,932,932,932,1,4,1,306,124000
1151,1152,5,1959,1959,1466,1466,1466,1,6,2,528,149900
1152,1153,6,1956,2004,1073,1680,1811,1,6,2,470,230000
1153,1154,6,1930,2007,816,816,816,1,5,1,432,120500
1154,1155,7,1965,1988,864,902,1820,1,8,2,492,201800
1155,1156,5,1976,2004,1437,1437,1437,2,6,2,528,218000
1156,1157,5,1965,1999,1219,1265,1265,2,6,2,502,179900
1157,1158,7,2007,2008,1314,1314,1314,2,6,2,626,230000
1158,1159,8,2007,2008,1580,1580,1580,2,7,3,757,235128
1159,1160,6,1974,1974,901,943,1876,2,8,2,540,185000
1160,1161,6,1978,1978,855,855,1456,2,7,2,440,146000
1161,1162,6,1954,2006,1296,1640,1640,1,7,2,757,224000
1162,1163,5,1968,1968,894,894,894,1,5,2,450,129000
1163,1164,5,1969,1969,1198,1258,1258,0,6,2,400,108959
1164,1165,5,1978,1978,1360,1432,1432,1,5,2,588,194000
1165,1166,7,2009,2009,1502,1502,1502,2,7,2,644,233170
1166,1167,8,2008,2008,1602,1680,1694,2,7,3,757,245350
1167,1168,6,2000,2000,959,959,1671,2,7,2,472,173000
1168,1169,6,1935,1986,1127,1236,2108,2,7,2,540,235000
1169,1170,10,1995,1996,1602,1680,2158,3,9,3,757,625000
1170,1171,6,1977,1977,1096,1118,1118,1,6,1,358,171000
1171,1172,6,1958,1958,1261,1261,1261,1,6,2,433,163000
1172,1173,7,2006,2007,637,625,1250,2,5,2,625,171900
1173,1174,5,1946,1994,1598,1636,2158,3,9,0,0,200500
1174,1175,6,1932,1950,952,1170,2158,2,9,2,360,239000
1175,1176,8,1992,2000,1602,1680,2158,2,9,2,541,285000
1176,1177,5,1984,1985,876,923,923,1,5,1,264,119500
1177,1178,6,1926,2004,818,818,1224,1,5,1,210,115000
1178,1179,5,1925,1950,731,820,1343,1,7,1,186,154900
1179,1180,5,1954,1954,637,1124,1124,1,5,0,0,93000
1180,1181,7,1990,1991,1216,1298,2158,2,8,2,693,250000
1181,1182,8,2008,2008,1600,1652,1652,2,5,2,482,392500
1182,1183,10,1996,1996,1602,1680,2158,3,9,3,757,745000
1183,1184,5,1925,1950,1120,1130,1130,1,5,2,720,120000
1184,1185,5,1963,1963,1572,1572,1572,1,5,3,757,186700
1185,1186,5,1925,1950,784,949,1221,1,7,1,392,104900
1186,1187,5,1925,1970,978,1014,1699,2,7,2,420,95000
1187,1188,8,1994,1995,1602,1624,1624,2,5,3,757,262000
1188,1189,7,2002,2002,831,831,1660,2,7,2,493,195000
1189,1190,7,1999,1999,994,1028,1804,2,7,2,442,189000
1190,1191,5,1961,1975,1249,1622,1622,1,7,3,757,168000
1191,1192,8,1999,2000,776,764,1441,2,5,2,492,174000
1192,1193,5,1925,1994,702,842,1472,1,6,1,250,125000
1193,1194,6,1999,1999,1224,1224,1224,2,5,2,402,165000
1194,1195,6,1969,1969,663,663,1352,1,7,1,299,158000
1195,1196,6,2005,2005,728,728,1456,2,8,2,400,176000
1196,1197,7,2006,2006,879,879,1863,2,9,3,660,219210
1197,1198,7,1925,1950,815,815,1690,1,7,1,225,144000
1198,1199,7,2001,2001,1212,1212,1212,2,6,2,573,178000
1199,1200,5,1963,1979,1051,1382,1382,1,6,2,459,148000
1200,1201,5,1970,1970,864,864,864,1,5,1,280,116050
1201,1202,7,1998,1998,866,866,1779,2,6,2,546,197900
1202,1203,5,1925,1997,884,884,1348,1,5,1,216,117000
1203,1204,7,2000,2001,1602,1630,1630,2,6,2,451,213000
1204,1205,5,1975,1975,1056,1074,1074,1,6,2,495,153500
1205,1206,7,1990,1991,1602,1680,2158,2,7,3,701,271900
1206,1207,5,1966,1966,1056,1056,1056,1,5,1,384,107000
1207,1208,6,2003,2003,1602,1680,1700,2,7,2,544,200000
1208,1209,5,1962,1980,931,1283,1283,1,6,2,506,140000
1209,1210,8,2006,2006,1602,1660,1660,2,8,2,500,290000
1210,1211,6,1992,1992,1055,1055,1845,2,8,2,462,189000
1211,1212,8,1988,2005,637,1080,1752,2,8,2,492,164000
1212,1213,5,1941,1950,672,672,672,1,4,1,234,113000
1213,1214,5,1965,2001,648,960,960,0,3,1,364,145000
1214,1215,5,1962,1962,925,999,999,1,6,1,300,134500
1215,1216,5,1966,1966,894,894,894,1,5,1,384,125000
1216,1217,6,1978,1978,637,1318,1902,2,8,2,539,112000
1217,1218,8,2009,2009,1300,1314,1314,2,6,2,552,229456
1218,1219,5,1947,1950,637,672,912,1,3,0,0,80500
1219,1220,6,1971,1971,672,672,1218,1,7,0,0,91500
1220,1221,5,1964,1964,912,912,912,1,5,1,288,115000
1221,1222,5,1968,1968,952,1211,1211,1,5,1,322,134000
1222,1223,6,1949,1950,1040,1168,1846,2,7,1,315,143000
1223,1224,5,1951,1951,1602,1680,2136,2,7,2,528,137900
1224,1225,7,2004,2005,788,788,1490,2,8,2,388,184000
1225,1226,6,1958,1958,637,1138,1138,1,6,1,264,145000
1226,1227,6,2007,2007,894,894,1933,2,9,3,668,214000
1227,1228,5,1965,2008,912,912,912,1,5,2,576,147000
1228,1229,9,2008,2008,1602,1680,1702,1,7,3,757,367294
1229,1230,5,1960,1960,1075,1507,1507,2,7,1,404,127000
1230,1231,5,1977,1977,1361,1361,2158,2,9,2,600,190000
1231,1232,5,1962,1962,1106,1190,1190,1,6,2,540,132500
1232,1233,5,1962,1962,637,1224,1224,2,6,2,462,101800
1233,1234,5,1959,1959,1188,1188,1188,1,6,2,531,142000
1234,1235,5,1925,1950,940,1024,1964,1,7,0,0,130000
1235,1236,5,1925,1950,747,892,1784,1,9,1,180,138887
1236,1237,7,2003,2003,764,764,1626,2,6,2,474,175500
1237,1238,7,2004,2005,847,847,1948,2,8,2,434,195000
1238,1239,6,2005,2005,1141,1141,1141,1,6,2,484,142500
1239,1240,8,2006,2006,1476,1484,1484,2,6,2,472,265900
1240,1241,7,2003,2003,884,884,1768,2,8,2,543,224900
1241,1242,7,2007,2007,1602,1680,1689,2,7,3,757,248328
1242,1243,7,1974,1974,1053,1173,1173,2,6,2,528,170000
1243,1244,10,2006,2006,1602,1680,2076,2,7,3,757,465000
1244,1245,8,1929,1950,792,792,1517,1,7,2,400,230000
1245,1246,6,1984,2003,637,1140,1868,3,7,2,477,178000
1246,1247,7,2005,2006,756,756,1553,2,6,2,615,186500
1247,1248,6,1976,1976,1012,1034,1034,1,6,3,757,169900
1248,1249,6,1925,1950,735,1134,2058,1,8,2,396,129500
1249,1250,5,1950,1950,876,988,988,1,6,1,276,119000
1250,1251,7,1968,1968,1602,1680,2110,2,8,2,522,244000
1251,1252,7,2003,2003,1405,1405,1405,2,6,2,478,171750
1252,1253,5,1968,1968,864,874,874,1,5,1,288,130000
1253,1254,7,1974,2003,1192,1516,2158,2,9,2,518,294000
1254,1255,7,2003,2004,746,760,1656,2,7,2,397,165400
1255,1256,6,1931,1950,884,959,1367,1,6,1,560,127500
1256,1257,8,1994,1994,1602,1680,1987,2,7,2,691,301500
1257,1258,5,1925,1950,864,864,864,1,4,0,0,99900
1258,1259,7,2005,2005,856,1166,1166,2,5,2,400,190000
1259,1260,6,1969,1969,1054,1054,1054,1,6,2,460,151000
1260,1261,6,1999,1999,841,892,1675,2,7,2,502,181000
1261,1262,5,1956,1956,1050,1050,1050,1,5,1,338,128900
1262,1263,5,1957,1989,1104,1104,1788,1,8,1,304,161500
1263,1264,6,1925,1950,764,1060,1824,1,8,2,520,180500
1264,1265,6,1998,1999,1405,1337,1337,2,5,2,511,181000
1265,1266,7,1999,1999,691,713,1452,2,6,2,506,183900
1266,1267,7,1925,1950,925,964,1889,1,9,1,308,122000
1267,1268,9,2008,2009,1602,1680,2018,2,9,3,746,378500
1268,1269,8,1935,1997,728,1680,2158,3,9,3,757,381000
1269,1270,5,1958,1958,874,874,1524,1,7,1,315,144000
1270,1271,7,1979,1979,1332,1332,1524,0,4,2,586,260000
1271,1272,6,1968,1968,1489,1489,1489,2,7,2,462,185750
1272,1273,5,1965,1965,935,935,935,1,5,1,288,137000
1273,1274,6,1959,2006,1019,1357,1357,1,5,1,312,177000
1274,1275,5,1925,2003,661,661,1250,2,8,2,552,139000
1275,1276,5,1948,1950,928,928,1920,2,9,2,400,137000
1276,1277,6,1972,1972,723,735,1395,1,6,2,497,162000
1277,1278,6,1967,1976,1602,1680,1724,1,7,2,480,197900
1278,1279,8,2002,2002,1128,1128,2031,2,7,2,577,237000
1279,1280,5,1925,1950,698,698,1128,1,6,2,528,68400
1280,1281,7,2002,2002,1573,1573,1573,2,6,2,544,227000
1281,1282,7,1990,1990,1309,1339,1339,2,6,2,484,180000
1282,1283,5,1977,2008,1040,1040,1040,2,5,2,484,150500
1283,1284,6,1971,1971,912,912,1824,2,8,0,0,139000
1284,1285,6,1925,1990,804,1680,2158,2,9,1,336,169000
1285,1286,6,1939,1950,780,825,1412,1,6,1,280,132500
1286,1287,6,1963,1963,1328,1328,1328,1,6,2,528,143000
1287,1288,5,1964,1964,1602,1582,1582,2,7,2,390,190000
1288,1289,8,2000,2000,1501,1659,1659,2,5,2,499,278000
1289,1290,8,2006,2006,1085,1120,1970,2,8,3,753,281000
1290,1291,5,1964,1964,1152,1152,1152,1,6,2,484,180500
1291,1292,5,1972,1972,637,630,1302,2,6,1,264,119500
1292,1293,5,1925,1965,994,1378,2158,2,9,1,432,107500
1293,1294,7,1976,1976,832,832,1664,2,8,2,528,162900
1294,1295,5,1955,1990,864,864,864,1,5,2,572,115000
1295,1296,5,1968,1968,1052,1052,1052,1,5,1,288,138500
1296,1297,5,1963,1963,1120,1128,1128,2,6,2,525,155000
1297,1298,6,2005,2006,637,1072,1072,2,5,2,525,140000
1298,1299,10,2008,2008,1602,1680,2158,2,9,2,757,160000
1299,1300,5,1959,1994,1246,1246,1246,1,6,1,305,154000
1300,1301,7,1999,1999,978,1005,1983,2,9,2,490,225000
1301,1302,6,1942,1950,771,753,1494,1,7,1,213,177500
1302,1303,8,1994,1994,1165,1203,2158,2,8,3,757,290000
1303,1304,7,2005,2005,1602,1616,1616,2,7,3,757,232000
1304,1305,7,2004,2004,976,976,1708,2,7,2,380,130000
1305,1306,9,2006,2007,1602,1652,1652,2,6,2,757,325000
1306,1307,7,2005,2006,1368,1368,1368,2,6,2,474,202500
1307,1308,5,1994,1995,990,990,990,1,5,2,480,138000
1308,1309,5,1948,2005,924,1122,1122,1,6,2,528,147000
1309,1310,6,1991,1991,1278,1294,1294,2,6,2,496,179200
1310,1311,7,1959,2002,1602,1680,1902,2,7,2,567,335000
1311,1312,7,2005,2007,1274,1274,1274,2,6,2,508,203000
1312,1313,8,1990,1990,1453,1453,2158,2,9,2,750,302000
1313,1314,9,1999,1999,1393,1422,2158,2,9,3,757,333168
1314,1315,5,1954,1954,948,948,948,1,5,1,280,119000
1315,1316,6,1969,1969,952,1092,2112,2,9,2,576,206900
1316,1317,8,2008,2008,1602,1630,1630,2,8,3,757,295493
1317,1318,7,2006,2007,1352,1352,1352,2,5,2,466,208900
1318,1319,8,2001,2002,1602,1680,1787,2,7,3,748,275000
1319,1320,5,1954,1954,864,948,948,1,5,1,248,111000
1320,1321,6,1957,1957,1478,1478,1478,1,6,2,442,156500
1321,1322,5,1949,1950,637,720,720,1,4,1,287,72500
1322,1323,7,1992,1992,750,1061,1923,2,8,2,564,190000
1323,1324,5,1940,1950,637,708,708,1,5,0,0,82500
